#{"t_start": 1740181868.572232, "env_id": null}
r,l,t
0.0,600,102.852659
0.0,600,203.263484
0.0,600,303.118329
0.0,600,404.457865
0.0,600,505.132744
0.0,600,605.714851
0.0,600,707.920984
0.0,600,809.48608
0.0,600,911.008824
0.0,600,1012.51848
